TIME,GEO,UNIT,ICHA11_HF,Value
2015,Bulgaria,Euro per inhabitant,Financing schemes unknown,0
2015,Czech Republic,Euro per inhabitant,All financing schemes,1157.03
2015,Czech Republic,Euro per inhabitant,Government schemes and compulsory contributory health care financing schemes,953.06
2015,Czech Republic,Euro per inhabitant,Government schemes,139.02
2015,Czech Republic,Euro per inhabitant,Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA),814.04
2015,Czech Republic,Euro per inhabitant,Social health insurance schemes,814.04
2015,Czech Republic,Euro per inhabitant,Compulsory private insurance scheme,:
2015,Czech Republic,Euro per inhabitant,Compulsory medical savings accounts (CMSA),:
2015,Czech Republic,Euro per inhabitant,Voluntary health care payment schemes,32.4
2015,Czech Republic,Euro per inhabitant,Voluntary health insurance schemes,1.66
2015,Czech Republic,Euro per inhabitant,NPISH financing schemes,27.56
2015,Czech Republic,Euro per inhabitant,Enterprise financing schemes,3.18
2015,Czech Republic,Euro per inhabitant,Household out-of-pocket payment,171.57
2015,Czech Republic,Euro per inhabitant,Out-of-pocket excluding cost-sharing,:
2015,Czech Republic,Euro per inhabitant,Cost sharing with third-party payers,:
2015,Czech Republic,Euro per inhabitant,Rest of the world financing schemes (non-resident),:
2015,Czech Republic,Euro per inhabitant,Compulsory schemes (non-resident),:
2015,Czech Republic,Euro per inhabitant,Voluntary schemes (non-resident),:
2015,Czech Republic,Euro per inhabitant,Financing schemes unknown,:
2015,Denmark,Euro per inhabitant,All financing schemes,4938.03
2015,Denmark,Euro per inhabitant,Government schemes and compulsory contributory health care financing schemes,4154.99
2015,Denmark,Euro per inhabitant,Government schemes,4154.99
2015,Denmark,Euro per inhabitant,Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA),0
2015,Denmark,Euro per inhabitant,Social health insurance schemes,0
2015,Denmark,Euro per inhabitant,Compulsory private insurance scheme,0
2015,Denmark,Euro per inhabitant,Compulsory medical savings accounts (CMSA),0
2015,Denmark,Euro per inhabitant,Voluntary health care payment schemes,105.4
2015,Denmark,Euro per inhabitant,Voluntary health insurance schemes,102.12
2015,Denmark,Euro per inhabitant,NPISH financing schemes,3.28
2015,Denmark,Euro per inhabitant,Enterprise financing schemes,0
2015,Denmark,Euro per inhabitant,Household out-of-pocket payment,677.64
2015,Denmark,Euro per inhabitant,Out-of-pocket excluding cost-sharing,:
2015,Denmark,Euro per inhabitant,Cost sharing with third-party payers,:
2015,Denmark,Euro per inhabitant,Rest of the world financing schemes (non-resident),0
2015,Denmark,Euro per inhabitant,Compulsory schemes (non-resident),0
2015,Denmark,Euro per inhabitant,Voluntary schemes (non-resident),0
2015,Denmark,Euro per inhabitant,Financing schemes unknown,0
2015,Germany (until 1990 former territory of the FRG),Euro per inhabitant,All financing schemes,4140.3
2015,Germany (until 1990 former territory of the FRG),Euro per inhabitant,Government schemes and compulsory contributory health care financing schemes,3497.32
2015,Germany (until 1990 former territory of the FRG),Euro per inhabitant,Government schemes,273.62
2015,Germany (until 1990 former territory of the FRG),Euro per inhabitant,Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA),3223.7
2015,Germany (until 1990 former territory of the FRG),Euro per inhabitant,Social health insurance schemes,:
2015,Germany (until 1990 former territory of the FRG),Euro per inhabitant,Compulsory private insurance scheme,:
2015,Germany (until 1990 former territory of the FRG),Euro per inhabitant,Compulsory medical savings accounts (CMSA),:
2015,Germany (until 1990 former territory of the FRG),Euro per inhabitant,Voluntary health care payment schemes,124.27
2015,Germany (until 1990 former territory of the FRG),Euro per inhabitant,Voluntary health insurance schemes,61.05
2015,Germany (until 1990 former territory of the FRG),Euro per inhabitant,NPISH financing schemes,45.53
2015,Germany (until 1990 former territory of the FRG),Euro per inhabitant,Enterprise financing schemes,17.69
2015,Germany (until 1990 former territory of the FRG),Euro per inhabitant,Household out-of-pocket payment,518.71
2015,Germany (until 1990 former territory of the FRG),Euro per inhabitant,Out-of-pocket excluding cost-sharing,:
2015,Germany (until 1990 former territory of the FRG),Euro per inhabitant,Cost sharing with third-party payers,:
2015,Germany (until 1990 former territory of the FRG),Euro per inhabitant,Rest of the world financing schemes (non-resident),:
2015,Germany (until 1990 former territory of the FRG),Euro per inhabitant,Compulsory schemes (non-resident),:
2015,Germany (until 1990 former territory of the FRG),Euro per inhabitant,Voluntary schemes (non-resident),:
2015,Germany (until 1990 former territory of the FRG),Euro per inhabitant,Financing schemes unknown,:
2015,Estonia,Euro per inhabitant,All financing schemes,1002.66
2015,Estonia,Euro per inhabitant,Government schemes and compulsory contributory health care financing schemes,758.71
2015,Estonia,Euro per inhabitant,Government schemes,108.25
2015,Estonia,Euro per inhabitant,Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA),650.47
2015,Estonia,Euro per inhabitant,Social health insurance schemes,650.47
2015,Estonia,Euro per inhabitant,Compulsory private insurance scheme,0
2015,Estonia,Euro per inhabitant,Compulsory medical savings accounts (CMSA),0
2015,Estonia,Euro per inhabitant,Voluntary health care payment schemes,15.57
2015,Estonia,Euro per inhabitant,Voluntary health insurance schemes,2.4
2015,Estonia,Euro per inhabitant,NPISH financing schemes,0.6
2015,Estonia,Euro per inhabitant,Enterprise financing schemes,12.58
2015,Estonia,Euro per inhabitant,Household out-of-pocket payment,228.32
2015,Estonia,Euro per inhabitant,Out-of-pocket excluding cost-sharing,:
2015,Estonia,Euro per inhabitant,Cost sharing with third-party payers,:
2015,Estonia,Euro per inhabitant,Rest of the world financing schemes (non-resident),0.05
2015,Estonia,Euro per inhabitant,Compulsory schemes (non-resident),0
2015,Estonia,Euro per inhabitant,Voluntary schemes (non-resident),0.05
2015,Estonia,Euro per inhabitant,Financing schemes unknown,0
2015,Ireland,Euro per inhabitant,All financing schemes,4273.05
2015,Ireland,Euro per inhabitant,Government schemes and compulsory contributory health care financing schemes,2990.63
2015,Ireland,Euro per inhabitant,Government schemes,2977.69
2015,Ireland,Euro per inhabitant,Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA),12.94
2015,Ireland,Euro per inhabitant,Social health insurance schemes,:
2015,Ireland,Euro per inhabitant,Compulsory private insurance scheme,:
2015,Ireland,Euro per inhabitant,Compulsory medical savings accounts (CMSA),:
2015,Ireland,Euro per inhabitant,Voluntary health care payment schemes,634.44
2015,Ireland,Euro per inhabitant,Voluntary health insurance schemes,523.93
2015,Ireland,Euro per inhabitant,NPISH financing schemes,:
2015,Ireland,Euro per inhabitant,Enterprise financing schemes,110.51
2015,Ireland,Euro per inhabitant,Household out-of-pocket payment,647.98
2015,Ireland,Euro per inhabitant,Out-of-pocket excluding cost-sharing,:
2015,Ireland,Euro per inhabitant,Cost sharing with third-party payers,:
2015,Ireland,Euro per inhabitant,Rest of the world financing schemes (non-resident),0
2015,Ireland,Euro per inhabitant,Compulsory schemes (non-resident),0
2015,Ireland,Euro per inhabitant,Voluntary schemes (non-resident),0
2015,Ireland,Euro per inhabitant,Financing schemes unknown,0
2015,Greece,Euro per inhabitant,All financing schemes,1335.15
2015,Greece,Euro per inhabitant,Government schemes and compulsory contributory health care financing schemes,778.14
2015,Greece,Euro per inhabitant,Government schemes,387.73
2015,Greece,Euro per inhabitant,Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA),390.41
2015,Greece,Euro per inhabitant,Social health insurance schemes,:
2015,Greece,Euro per inhabitant,Compulsory private insurance scheme,:
2015,Greece,Euro per inhabitant,Compulsory medical savings accounts (CMSA),:
2015,Greece,Euro per inhabitant,Voluntary health care payment schemes,52.64
2015,Greece,Euro per inhabitant,Voluntary health insurance schemes,50.02
2015,Greece,Euro per inhabitant,NPISH financing schemes,0.96
2015,Greece,Euro per inhabitant,Enterprise financing schemes,1.66
2015,Greece,Euro per inhabitant,Household out-of-pocket payment,482.78
2015,Greece,Euro per inhabitant,Out-of-pocket excluding cost-sharing,:
2015,Greece,Euro per inhabitant,Cost sharing with third-party payers,:
2015,Greece,Euro per inhabitant,Rest of the world financing schemes (non-resident),21.59
2015,Greece,Euro per inhabitant,Compulsory schemes (non-resident),:
2015,Greece,Euro per inhabitant,Voluntary schemes (non-resident),:
2015,Greece,Euro per inhabitant,Financing schemes unknown,0
2015,Spain,Euro per inhabitant,All financing schemes,2122.52
2015,Spain,Euro per inhabitant,Government schemes and compulsory contributory health care financing schemes,1507.6
2015,Spain,Euro per inhabitant,Government schemes,1407.23
2015,Spain,Euro per inhabitant,Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA),100.38
2015,Spain,Euro per inhabitant,Social health insurance schemes,100.38
2015,Spain,Euro per inhabitant,Compulsory private insurance scheme,0
2015,Spain,Euro per inhabitant,Compulsory medical savings accounts (CMSA),0
2015,Spain,Euro per inhabitant,Voluntary health care payment schemes,100.65
2015,Spain,Euro per inhabitant,Voluntary health insurance schemes,93.22
2015,Spain,Euro per inhabitant,NPISH financing schemes,7.43
2015,Spain,Euro per inhabitant,Enterprise financing schemes,:
2015,Spain,Euro per inhabitant,Household out-of-pocket payment,514.27
2015,Spain,Euro per inhabitant,Out-of-pocket excluding cost-sharing,487.21
2015,Spain,Euro per inhabitant,Cost sharing with third-party payers,27.06
2015,Spain,Euro per inhabitant,Rest of the world financing schemes (non-resident),:
2015,Spain,Euro per inhabitant,Compulsory schemes (non-resident),:
2015,Spain,Euro per inhabitant,Voluntary schemes (non-resident),:
2015,Spain,Euro per inhabitant,Financing schemes unknown,0
2015,France,Euro per inhabitant,All financing schemes,3789.68
2015,France,Euro per inhabitant,Government schemes and compulsory contributory health care financing schemes,2902.23
2015,France,Euro per inhabitant,Government schemes,193.34
2015,France,Euro per inhabitant,Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA),2708.89
2015,France,Euro per inhabitant,Social health insurance schemes,2708.89
2015,France,Euro per inhabitant,Compulsory private insurance scheme,0
2015,France,Euro per inhabitant,Compulsory medical savings accounts (CMSA),0
2015,France,Euro per inhabitant,Voluntary health care payment schemes,517.53
2015,France,Euro per inhabitant,Voluntary health insurance schemes,493.71
2015,France,Euro per inhabitant,NPISH financing schemes,0.18
2015,France,Euro per inhabitant,Enterprise financing schemes,23.64
2015,France,Euro per inhabitant,Household out-of-pocket payment,369.92
2015,France,Euro per inhabitant,Out-of-pocket excluding cost-sharing,195.76
2015,France,Euro per inhabitant,Cost sharing with third-party payers,174.16
2015,France,Euro per inhabitant,Rest of the world financing schemes (non-resident),:
2015,France,Euro per inhabitant,Compulsory schemes (non-resident),:
2015,France,Euro per inhabitant,Voluntary schemes (non-resident),:
2015,France,Euro per inhabitant,Financing schemes unknown,:
2015,Croatia,Euro per inhabitant,All financing schemes,771.44
2015,Croatia,Euro per inhabitant,Government schemes and compulsory contributory health care financing schemes,592.29
2015,Croatia,Euro per inhabitant,Government schemes,18.39
2015,Croatia,Euro per inhabitant,Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA),573.9
2015,Croatia,Euro per inhabitant,Social health insurance schemes,573.9
2015,Croatia,Euro per inhabitant,Compulsory private insurance scheme,0
2015,Croatia,Euro per inhabitant,Compulsory medical savings accounts (CMSA),0
2015,Croatia,Euro per inhabitant,Voluntary health care payment schemes,62.23
2015,Croatia,Euro per inhabitant,Voluntary health insurance schemes,62.03
2015,Croatia,Euro per inhabitant,NPISH financing schemes,0.08
2015,Croatia,Euro per inhabitant,Enterprise financing schemes,0.11
2015,Croatia,Euro per inhabitant,Household out-of-pocket payment,116.92
2015,Croatia,Euro per inhabitant,Out-of-pocket excluding cost-sharing,:
2015,Croatia,Euro per inhabitant,Cost sharing with third-party payers,:
2015,Croatia,Euro per inhabitant,Rest of the world financing schemes (non-resident),:
2015,Croatia,Euro per inhabitant,Compulsory schemes (non-resident),:
2015,Croatia,Euro per inhabitant,Voluntary schemes (non-resident),:
2015,Croatia,Euro per inhabitant,Financing schemes unknown,:
2015,Italy,Euro per inhabitant,All financing schemes,2445.14
2015,Italy,Euro per inhabitant,Government schemes and compulsory contributory health care financing schemes,1823.91
2015,Italy,Euro per inhabitant,Government schemes,1816.42
2015,Italy,Euro per inhabitant,Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA),7.49
2015,Italy,Euro per inhabitant,Social health insurance schemes,7.49
2015,Italy,Euro per inhabitant,Compulsory private insurance scheme,0
2015,Italy,Euro per inhabitant,Compulsory medical savings accounts (CMSA),0
2015,Italy,Euro per inhabitant,Voluntary health care payment schemes,55.49
2015,Italy,Euro per inhabitant,Voluntary health insurance schemes,37
2015,Italy,Euro per inhabitant,NPISH financing schemes,8.6
2015,Italy,Euro per inhabitant,Enterprise financing schemes,9.9
2015,Italy,Euro per inhabitant,Household out-of-pocket payment,565.74
2015,Italy,Euro per inhabitant,Out-of-pocket excluding cost-sharing,:
2015,Italy,Euro per inhabitant,Cost sharing with third-party payers,:
2015,Italy,Euro per inhabitant,Rest of the world financing schemes (non-resident),:
2015,Italy,Euro per inhabitant,Compulsory schemes (non-resident),:
2015,Italy,Euro per inhabitant,Voluntary schemes (non-resident),:
2015,Italy,Euro per inhabitant,Financing schemes unknown,0
2015,Cyprus,Euro per inhabitant,All financing schemes,1407.65
2015,Cyprus,Euro per inhabitant,Government schemes and compulsory contributory health care financing schemes,599.93
2015,Cyprus,Euro per inhabitant,Government schemes,595.25
2015,Cyprus,Euro per inhabitant,Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA),4.68
2015,Cyprus,Euro per inhabitant,Social health insurance schemes,4.68
2015,Cyprus,Euro per inhabitant,Compulsory private insurance scheme,0
2015,Cyprus,Euro per inhabitant,Compulsory medical savings accounts (CMSA),0
2015,Cyprus,Euro per inhabitant,Voluntary health care payment schemes,171.09
2015,Cyprus,Euro per inhabitant,Voluntary health insurance schemes,96.45
2015,Cyprus,Euro per inhabitant,NPISH financing schemes,10.25
2015,Cyprus,Euro per inhabitant,Enterprise financing schemes,64.39
2015,Cyprus,Euro per inhabitant,Household out-of-pocket payment,617.95
2015,Cyprus,Euro per inhabitant,Out-of-pocket excluding cost-sharing,605.79
2015,Cyprus,Euro per inhabitant,Cost sharing with third-party payers,12.16
2015,Cyprus,Euro per inhabitant,Rest of the world financing schemes (non-resident),18.68
2015,Cyprus,Euro per inhabitant,Compulsory schemes (non-resident),:
2015,Cyprus,Euro per inhabitant,Voluntary schemes (non-resident),:
2015,Cyprus,Euro per inhabitant,Financing schemes unknown,0
2015,Latvia,Euro per inhabitant,All financing schemes,702.31
2015,Latvia,Euro per inhabitant,Government schemes and compulsory contributory health care financing schemes,400.57
2015,Latvia,Euro per inhabitant,Government schemes,400.57
2015,Latvia,Euro per inhabitant,Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA),0
2015,Latvia,Euro per inhabitant,Social health insurance schemes,0
2015,Latvia,Euro per inhabitant,Compulsory private insurance scheme,0
2015,Latvia,Euro per inhabitant,Compulsory medical savings accounts (CMSA),0
2015,Latvia,Euro per inhabitant,Voluntary health care payment schemes,6.27
2015,Latvia,Euro per inhabitant,Voluntary health insurance schemes,5.69
2015,Latvia,Euro per inhabitant,NPISH financing schemes,0.58
2015,Latvia,Euro per inhabitant,Enterprise financing schemes,0
2015,Latvia,Euro per inhabitant,Household out-of-pocket payment,295.47
2015,Latvia,Euro per inhabitant,Out-of-pocket excluding cost-sharing,:
2015,Latvia,Euro per inhabitant,Cost sharing with third-party payers,:
2015,Latvia,Euro per inhabitant,Rest of the world financing schemes (non-resident),0
2015,Latvia,Euro per inhabitant,Compulsory schemes (non-resident),0
2015,Latvia,Euro per inhabitant,Voluntary schemes (non-resident),0
2015,Latvia,Euro per inhabitant,Financing schemes unknown,0
2015,Lithuania,Euro per inhabitant,All financing schemes,837.06
2015,Lithuania,Euro per inhabitant,Government schemes and compulsory contributory health care financing schemes,560.22
2015,Lithuania,Euro per inhabitant,Government schemes,83.16
2015,Lithuania,Euro per inhabitant,Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA),477.06
2015,Lithuania,Euro per inhabitant,Social health insurance schemes,477.06
2015,Lithuania,Euro per inhabitant,Compulsory private insurance scheme,0
2015,Lithuania,Euro per inhabitant,Compulsory medical savings accounts (CMSA),0
2015,Lithuania,Euro per inhabitant,Voluntary health care payment schemes,8
2015,Lithuania,Euro per inhabitant,Voluntary health insurance schemes,7.45
2015,Lithuania,Euro per inhabitant,NPISH financing schemes,0.05
2015,Lithuania,Euro per inhabitant,Enterprise financing schemes,0.5
2015,Lithuania,Euro per inhabitant,Household out-of-pocket payment,268.32
2015,Lithuania,Euro per inhabitant,Out-of-pocket excluding cost-sharing,249.81
2015,Lithuania,Euro per inhabitant,Cost sharing with third-party payers,18.51
2015,Lithuania,Euro per inhabitant,Rest of the world financing schemes (non-resident),0.52
2015,Lithuania,Euro per inhabitant,Compulsory schemes (non-resident),0
2015,Lithuania,Euro per inhabitant,Voluntary schemes (non-resident),0.52
2015,Lithuania,Euro per inhabitant,Financing schemes unknown,0
2015,Luxembourg,Euro per inhabitant,All financing schemes,5557.14
2015,Luxembourg,Euro per inhabitant,Government schemes and compulsory contributory health care financing schemes,4556.22
2015,Luxembourg,Euro per inhabitant,Government schemes,503.88
2015,Luxembourg,Euro per inhabitant,Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA),4052.34
2015,Luxembourg,Euro per inhabitant,Social health insurance schemes,0
2015,Luxembourg,Euro per inhabitant,Compulsory private insurance scheme,0
2015,Luxembourg,Euro per inhabitant,Compulsory medical savings accounts (CMSA),0
2015,Luxembourg,Euro per inhabitant,Voluntary health care payment schemes,409.39
2015,Luxembourg,Euro per inhabitant,Voluntary health insurance schemes,335.08
2015,Luxembourg,Euro per inhabitant,NPISH financing schemes,74.31
2015,Luxembourg,Euro per inhabitant,Enterprise financing schemes,0
2015,Luxembourg,Euro per inhabitant,Household out-of-pocket payment,591.53
2015,Luxembourg,Euro per inhabitant,Out-of-pocket excluding cost-sharing,216.1
2015,Luxembourg,Euro per inhabitant,Cost sharing with third-party payers,375.43
2015,Luxembourg,Euro per inhabitant,Rest of the world financing schemes (non-resident),0
2015,Luxembourg,Euro per inhabitant,Compulsory schemes (non-resident),0
2015,Luxembourg,Euro per inhabitant,Voluntary schemes (non-resident),0
2015,Luxembourg,Euro per inhabitant,Financing schemes unknown,0
2015,Hungary,Euro per inhabitant,All financing schemes,806.27
2015,Hungary,Euro per inhabitant,Government schemes and compulsory contributory health care financing schemes,538.02
2015,Hungary,Euro per inhabitant,Government schemes,89.8
2015,Hungary,Euro per inhabitant,Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA),448.22
2015,Hungary,Euro per inhabitant,Social health insurance schemes,:
2015,Hungary,Euro per inhabitant,Compulsory private insurance scheme,:
2015,Hungary,Euro per inhabitant,Compulsory medical savings accounts (CMSA),:
2015,Hungary,Euro per inhabitant,Voluntary health care payment schemes,34.14
2015,Hungary,Euro per inhabitant,Voluntary health insurance schemes,18.44
2015,Hungary,Euro per inhabitant,NPISH financing schemes,10.6
2015,Hungary,Euro per inhabitant,Enterprise financing schemes,5.1
2015,Hungary,Euro per inhabitant,Household out-of-pocket payment,234.12
2015,Hungary,Euro per inhabitant,Out-of-pocket excluding cost-sharing,193.78
2015,Hungary,Euro per inhabitant,Cost sharing with third-party payers,40.34
2015,Hungary,Euro per inhabitant,Rest of the world financing schemes (non-resident),0
2015,Hungary,Euro per inhabitant,Compulsory schemes (non-resident),0
2015,Hungary,Euro per inhabitant,Voluntary schemes (non-resident),0
2015,Hungary,Euro per inhabitant,Financing schemes unknown,0
2015,Netherlands,Euro per inhabitant,All financing schemes,4269.38
2015,Netherlands,Euro per inhabitant,Government schemes and compulsory contributory health care financing schemes,3445.85
2015,Netherlands,Euro per inhabitant,Government schemes,397.82
2015,Netherlands,Euro per inhabitant,Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA),3048.03
2015,Netherlands,Euro per inhabitant,Social health insurance schemes,829.29
2015,Netherlands,Euro per inhabitant,Compulsory private insurance scheme,2218.74
2015,Netherlands,Euro per inhabitant,Compulsory medical savings accounts (CMSA),:
2015,Netherlands,Euro per inhabitant,Voluntary health care payment schemes,300.46
2015,Netherlands,Euro per inhabitant,Voluntary health insurance schemes,250.22
2015,Netherlands,Euro per inhabitant,NPISH financing schemes,9.43
2015,Netherlands,Euro per inhabitant,Enterprise financing schemes,40.81
2015,Netherlands,Euro per inhabitant,Household out-of-pocket payment,523.08
2015,Netherlands,Euro per inhabitant,Out-of-pocket excluding cost-sharing,:
2015,Netherlands,Euro per inhabitant,Cost sharing with third-party payers,:
2015,Netherlands,Euro per inhabitant,Rest of the world financing schemes (non-resident),:
2015,Netherlands,Euro per inhabitant,Compulsory schemes (non-resident),:
2015,Netherlands,Euro per inhabitant,Voluntary schemes (non-resident),:
2015,Netherlands,Euro per inhabitant,Financing schemes unknown,:
2015,Austria,Euro per inhabitant,All financing schemes,4122.62
2015,Austria,Euro per inhabitant,Government schemes and compulsory contributory health care financing schemes,3055.79
2015,Austria,Euro per inhabitant,Government schemes,1239.2
2015,Austria,Euro per inhabitant,Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA),1816.59
2015,Austria,Euro per inhabitant,Social health insurance schemes,1816.59
2015,Austria,Euro per inhabitant,Compulsory private insurance scheme,:
2015,Austria,Euro per inhabitant,Compulsory medical savings accounts (CMSA),:
2015,Austria,Euro per inhabitant,Voluntary health care payment schemes,283.2
2015,Austria,Euro per inhabitant,Voluntary health insurance schemes,210.61
2015,Austria,Euro per inhabitant,NPISH financing schemes,64.97
2015,Austria,Euro per inhabitant,Enterprise financing schemes,7.62
2015,Austria,Euro per inhabitant,Household out-of-pocket payment,783.63
2015,Austria,Euro per inhabitant,Out-of-pocket excluding cost-sharing,696.37
2015,Austria,Euro per inhabitant,Cost sharing with third-party payers,87.25
2015,Austria,Euro per inhabitant,Rest of the world financing schemes (non-resident),:
2015,Austria,Euro per inhabitant,Compulsory schemes (non-resident),:
2015,Austria,Euro per inhabitant,Voluntary schemes (non-resident),:
2015,Austria,Euro per inhabitant,Financing schemes unknown,:
2015,Poland,Euro per inhabitant,All financing schemes,718.15
2015,Poland,Euro per inhabitant,Government schemes and compulsory contributory health care financing schemes,502.62
2015,Poland,Euro per inhabitant,Government schemes,66.39
2015,Poland,Euro per inhabitant,Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA),436.23
2015,Poland,Euro per inhabitant,Social health insurance schemes,433.3
2015,Poland,Euro per inhabitant,Compulsory private insurance scheme,2.93
2015,Poland,Euro per inhabitant,Compulsory medical savings accounts (CMSA),0
2015,Poland,Euro per inhabitant,Voluntary health care payment schemes,48.58
2015,Poland,Euro per inhabitant,Voluntary health insurance schemes,36.19
2015,Poland,Euro per inhabitant,NPISH financing schemes,7.55
2015,Poland,Euro per inhabitant,Enterprise financing schemes,4.84
2015,Poland,Euro per inhabitant,Household out-of-pocket payment,166.94
2015,Poland,Euro per inhabitant,Out-of-pocket excluding cost-sharing,:
2015,Poland,Euro per inhabitant,Cost sharing with third-party payers,:
2015,Poland,Euro per inhabitant,Rest of the world financing schemes (non-resident),0
2015,Poland,Euro per inhabitant,Compulsory schemes (non-resident),0
2015,Poland,Euro per inhabitant,Voluntary schemes (non-resident),0
2015,Poland,Euro per inhabitant,Financing schemes unknown,:
2015,Portugal,Euro per inhabitant,All financing schemes,1557.45
2015,Portugal,Euro per inhabitant,Government schemes and compulsory contributory health care financing schemes,1030.5
2015,Portugal,Euro per inhabitant,Government schemes,1011.26
2015,Portugal,Euro per inhabitant,Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA),19.24
2015,Portugal,Euro per inhabitant,Social health insurance schemes,19.24
2015,Portugal,Euro per inhabitant,Compulsory private insurance scheme,0
2015,Portugal,Euro per inhabitant,Compulsory medical savings accounts (CMSA),0
2015,Portugal,Euro per inhabitant,Voluntary health care payment schemes,95.1
2015,Portugal,Euro per inhabitant,Voluntary health insurance schemes,80.95
2015,Portugal,Euro per inhabitant,NPISH financing schemes,0.82
2015,Portugal,Euro per inhabitant,Enterprise financing schemes,13.33
2015,Portugal,Euro per inhabitant,Household out-of-pocket payment,431.85
2015,Portugal,Euro per inhabitant,Out-of-pocket excluding cost-sharing,:
2015,Portugal,Euro per inhabitant,Cost sharing with third-party payers,:
2015,Portugal,Euro per inhabitant,Rest of the world financing schemes (non-resident),:
2015,Portugal,Euro per inhabitant,Compulsory schemes (non-resident),:
2015,Portugal,Euro per inhabitant,Voluntary schemes (non-resident),:
2015,Portugal,Euro per inhabitant,Financing schemes unknown,:
2015,Romania,Euro per inhabitant,All financing schemes,399.96
2015,Romania,Euro per inhabitant,Government schemes and compulsory contributory health care financing schemes,312.08
2015,Romania,Euro per inhabitant,Government schemes,53.99
2015,Romania,Euro per inhabitant,Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA),258.09
2015,Romania,Euro per inhabitant,Social health insurance schemes,258.09
2015,Romania,Euro per inhabitant,Compulsory private insurance scheme,0
2015,Romania,Euro per inhabitant,Compulsory medical savings accounts (CMSA),0
2015,Romania,Euro per inhabitant,Voluntary health care payment schemes,2.78
2015,Romania,Euro per inhabitant,Voluntary health insurance schemes,1.12
2015,Romania,Euro per inhabitant,NPISH financing schemes,1.42
2015,Romania,Euro per inhabitant,Enterprise financing schemes,0.24
2015,Romania,Euro per inhabitant,Household out-of-pocket payment,85.09
2015,Romania,Euro per inhabitant,Out-of-pocket excluding cost-sharing,64.93
2015,Romania,Euro per inhabitant,Cost sharing with third-party payers,20.16
2015,Romania,Euro per inhabitant,Rest of the world financing schemes (non-resident),:
2015,Romania,Euro per inhabitant,Compulsory schemes (non-resident),:
2015,Romania,Euro per inhabitant,Voluntary schemes (non-resident),:
2015,Romania,Euro per inhabitant,Financing schemes unknown,:
2015,Slovenia,Euro per inhabitant,All financing schemes,1596.83
2015,Slovenia,Euro per inhabitant,Government schemes and compulsory contributory health care financing schemes,1144.7
2015,Slovenia,Euro per inhabitant,Government schemes,47.47
2015,Slovenia,Euro per inhabitant,Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA),1097.23
2015,Slovenia,Euro per inhabitant,Social health insurance schemes,:
2015,Slovenia,Euro per inhabitant,Compulsory private insurance scheme,:
2015,Slovenia,Euro per inhabitant,Compulsory medical savings accounts (CMSA),:
2015,Slovenia,Euro per inhabitant,Voluntary health care payment schemes,252.14
2015,Slovenia,Euro per inhabitant,Voluntary health insurance schemes,231.59
2015,Slovenia,Euro per inhabitant,NPISH financing schemes,1.79
2015,Slovenia,Euro per inhabitant,Enterprise financing schemes,18.76
2015,Slovenia,Euro per inhabitant,Household out-of-pocket payment,199.99
2015,Slovenia,Euro per inhabitant,Out-of-pocket excluding cost-sharing,:
2015,Slovenia,Euro per inhabitant,Cost sharing with third-party payers,:
2015,Slovenia,Euro per inhabitant,Rest of the world financing schemes (non-resident),:
2015,Slovenia,Euro per inhabitant,Compulsory schemes (non-resident),:
2015,Slovenia,Euro per inhabitant,Voluntary schemes (non-resident),:
2015,Slovenia,Euro per inhabitant,Financing schemes unknown,:
2015,Slovakia,Euro per inhabitant,All financing schemes,998.98
2015,Slovakia,Euro per inhabitant,Government schemes and compulsory contributory health care financing schemes,796.34
2015,Slovakia,Euro per inhabitant,Government schemes,43.3
2015,Slovakia,Euro per inhabitant,Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA),753.04
2015,Slovakia,Euro per inhabitant,Social health insurance schemes,:
2015,Slovakia,Euro per inhabitant,Compulsory private insurance scheme,:
2015,Slovakia,Euro per inhabitant,Compulsory medical savings accounts (CMSA),:
2015,Slovakia,Euro per inhabitant,Voluntary health care payment schemes,18.38
2015,Slovakia,Euro per inhabitant,Voluntary health insurance schemes,:
2015,Slovakia,Euro per inhabitant,NPISH financing schemes,15.47
